ID,Name,Age,Gender,City,Education,Employment Status,Salary,Health Condition,Credit Score
1155,HALL RICKY,37,,Atlanta,,Unemployed,$0 ,Poor,480
1156,PARHAM LESTER,55,,Atlanta,PhD,Employed,"$130,000 (Commission)",Average,710
1157,CHAMBERS WOODIE,59,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1158,SMARR CAMESSA,20,,Atlanta,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
1159,ECHOLS CORY,36,,Atlanta,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
1160,BASS TYNA,41,,Atlanta,Master's,Retired,"$60,000 (Social Security)",Average,740
1161,JOHNSON GRADY,42,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1162,ROSEBERY WARREN,25,,Atlanta,Associate,Employed,"$50,000 ",Good,690
1163,DAVIS QUINTON,23,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1164,HOLLOWAY LASHANTAE,32,,Atlanta,Bachelor's,Self-employed,"$120,000 ",Excellent,840
1165,PRESTON MICHAEL,49,,Atlanta,,Unemployed,$0 ,Average,450
1166,HART OLA,69,,Atlanta,PhD,Employed,"$140,000 (Commission)",Good,730
1167,LAWSON MICHAEL,47,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1168,HAWKINS BARRY,51,,Atlanta,High School,Gig Worker,"$32,000 (Unstable)",Average,600
1169,JOHNSON EDWARD,40,,Atlanta,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
1170,HUTCHINSON MICKOLAS,32,,Atlanta,Master's,Retired,"$65,000 (Social Security)",Good,760
1171,COSBY MAURICE,25,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1172,LASSITER MALCOLM,44,,Atlanta,PhD,Employed,"$90,000 ",Good,800
1173,WICKS CARLOS,17,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1174,HURT LANDON,1,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1175,DESBORDES GRANT,43,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1176,CARTER CLARENCE,26,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
1177,STEGALL MARTI,33,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1178,MURPHY STEPHEN,23,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
1179,TURNER MARK,37,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1180,THOMAS LASTARZA,23,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
1181,OGLEBY ASHLEY,16,,Atlanta,,Unemployed,$0 ,Poor,420
1182,BROWN JARED,23,,Atlanta,PhD,Employed,"$100,000 ",Average,750
1183,BREWER BRANDON,29,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1184,JONES SEADEE,42,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1185,PHILLIPS REGINALD,24,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1186,SWAIN LLOYD,44,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1187,MARTIN MILDRED,81,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1188,KIRKPATRICK WILLIE,28,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1189,EMINUE ATING,24,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1190,WOMACK BLAKE,25,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1191,HEMPHILL DELROY,50,,Atlanta,,Unemployed,$0 ,Average,400
1192,WARREN LACHELLE,32,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1193,MERRILL DEMETRIUS,22,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1194,SIMPSON TY'MIA,2,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1195,WILEY MARVIN,33,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1196,ROSS EDWIN,25,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1197,TAYLOR KYLE,18,,Atlanta,PhD,Unemployed,$0 ,Excellent (?!),N/A
1198,JACKSON LUCIOUS,25,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1199,CUMMINGS MELVIN,68,,Atlanta,Master's,Self-employed,"$120,000 ",Good,810
1200,JONES TIARA,25,,Atlanta,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
1201,HATCHER KEJUAN,25,,Atlanta,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
1202,NWANKO EMMANUEL,23,,Atlanta,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
1203,HARRIS MARK,42,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1204,STEPHENS MARQUIS,41,,Atlanta,PhD,Employed,"$90,000 ",Good,800
1205,CARTER PHILLIP,58,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1206,JOHNSON ANTHONY,34,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1207,KING CHAUNCEY,35,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1208,STAFFORD RODNEY,29,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
1209,Unknown Unknown,Unknown,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1210,MCBRIDE ANTONIO,20,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
1211,ADAMS NATHAN,35,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1212,HILLIARD JUSTIN,30,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
1213,BAILEY TIFFANY,24,,Atlanta,,Unemployed,$0 ,Poor,420
1214,JONES MONTE,1,,Atlanta,PhD,Employed,"$100,000 ",Average,750
1215,MCCOY GEOFFREY,37,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1216,BELL ANTHONY,40,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1217,HOWARD VONDA,56,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1218,TURNER SEAN,17,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1219,BODDIE HOLLIS,55,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1220,WATERS QUINTAVIOUS,24,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1221,SAPP WAYNE,47,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1222,COOK DE'JUAN,28,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1223,WALLACE ELIJAH,22,,Atlanta,,Unemployed,$0 ,Average,400
1224,MARSH NATHAN,46,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1225,LEWIS PRESTON,15,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1226,JACKSON SEINE,47,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1227,HARLEY KEENON,21,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1228,EVANS DEONTA,19,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1229,CARTER MURVER,64,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1230,BARBARY DEANGELO,36,,Atlanta,PhD,Employed,"$150,000 (Commission)",Good,820
1231,MORRIS DEBRA,32,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1232,DIXON HENRY,67,,Atlanta,High School,Gig Worker,"$22,000 (Unstable)",Average,540
1233,CHALMERS ANTHONY,27,,Atlanta,Bachelor's,Self-employed,"$80,000 ",Excellent,760
1234,ROBINSON MICHAEL,21,,Atlanta,,Unemployed,$0 ,Poor,380 (Typo)
1235,MILLER JEREMY,23,,Atlanta,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
1236,MATESSO MAMADOU,55,,Atlanta,High School,Employed,"$60,000 ",Excellent,800
1237,COOPER LARRY,33,,Atlanta,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
1238,DANIELS GERALD,24,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
1239,KELLY JONTUE,37,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1240,NUNN TIMOTHY,40,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
1241,CURTIS SAMUEL,26,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1242,SAFFO TONY,46,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
1243,MATTHEWS XAVIER,18,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1244,SEALS DERRICK,48,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
1245,MANASSA EARL,22,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1246,MAGOS ISRAEL,34,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
1247,BLACKWELL WILLIAM,50,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
1248,ALLISON MELVIN,50,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
1249,PITTMAN DUNTAVIUS,21,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1250,AMIS DARRIN,46,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
1251,SIMMONS CARLOS,42,,Atlanta,Master's,Student (Full-time),$0 ,Excellent,None
1252,SIMMONS JAMES,19,,Atlanta,PhD,Employed,"$90,000 ",Good,800
1253,SIMMS BARNEY,70,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1254,GRANT DAVON,18,,Atlanta,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1255,BYNUM RICO,46,,Atlanta,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1256,COICOU REGINALD,24,,Atlanta,,Retired,"$40,000 (Pension)",Good,710
1257,BLAKE JEROME,28,,Atlanta,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1258,JACKSON TRACEY,44,,Atlanta,High School,Employed,"$55,000 ",Excellent,780
1259,FULTON JEREMY,24,,Atlanta,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1260,MOORE DARIUS,40,,Atlanta,Master's,Self-employed,"$140,000 ",Excellent,850
1261,LADSON ANTONIO,29,,Atlanta,,Unemployed,$0 ,Poor,420
1262,STOKES SALLIE,89,,Atlanta,PhD,Employed,"$100,000 ",Average,750
1263,BELL USEF,35,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1264,HORTON ROGER,56,,Atlanta,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1265,SHIEL BRIDGET,19,,Atlanta,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1266,ZOLFAGHARI SHAHRIAR,34,,Atlanta,Master's,Retired,"$50,000 (Social Security)",Average,700
1267,BURNSTINE KAISHAUN,17,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1268,CANADY EDDIE,44,,Atlanta,Associate,Employed,"$40,000 ",Good,650
1269,ROBINSON TAVARES,40,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1270,SUTTON DANTE,37,,Atlanta,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1271,HIGHTOWER TAVARUS,24,,Atlanta,,Unemployed,$0 ,Average,400
1272,BLUE CONAN,37,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,770
1273,THIRKIELD HOMER,20,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1274,BENTON RODNEY,34,,Atlanta,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1275,GIBSON DARRYL,32,,Atlanta,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1276,SHARRIEFF LARLETHEA,53,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Good,730
1277,JACKSON CURTIS,53,,Atlanta,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1278,SCOTT STANLEY,59,,Atlanta,High School (GED),Unemployed,$0 ,Poor,N/A
1279,ANDREWS ALVIN,21,,Atlanta,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1280,WINGFIELD FERNANDO,43,,Atlanta,,Student (Internship),"$20,000 (Stipend)",Good,None
1281,MUCKLE GREGORY,66,,Atlanta,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1282,BROWN JOKISHA,35,,Atlanta,Master's,Unemployed,$0 ,Poor,N/A
1283,SANDERS VINCENT,40,,Atlanta,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1284,CHURCHILL ANDREW,28,,Atlanta,High School,Employed,"$60,000 ",Excellent,810
1285,WILLIAMS QUINTIN,18,,Atlanta,Bachelor's,Student (Full-time),$0 ,Good,None
1286,CRUMBLEY ANDRICOUS,35,,Atlanta,,Self-employed,"$120,000 (Seasonal)",Average,660
1287,BROCK TEVORIS,25,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1288,UNK TAYLOR,25,,Atlanta,PhD,Employed,"$130,000 (Commission)",Good,740
1289,ARMOUR GLORIA,59,,Atlanta,Bachelor,Employed,"$80,000 ",Good,720
1290,MCKENNIE HOLLIS,67,,Atlanta,Associate,Unemployed,$0 ,Excellent,N/A
1291,LUMPKIN NORRIS,55,,Atlanta,PhD,Self-employed,"$120,000 ",Poor,550
1292,EDWARDS REGINALD,26,,Atlanta,High School,Employed,"$45,000 ",Excellent,800
1293,SCOTT DYLLON,18,,Atlanta,Master's,Retired,"$50,000 ",Average,680
1294,HURST KENNETH,32,,Atlanta,,Student,$0 ,Good,N/A
1295,SMITH SHANNA,24,,Atlanta,,Unemployed,Missing,Poor,400
1296,DICKERSON DEONDRE,20,,Atlanta,Associate,Employed,"$65,000 ",,750
1297,PARKS KASHARA,16,,Atlanta,High School,Self-employed,"$30,000 ",Excellent,600
1298,GASTON SETH,22,,Atlanta,PhD,Employed,"$100,000 ",Average,790
1299,WILLIAMS DAVID,35,,Atlanta,PhD,Retired,$0 ,Average,537
1300,FUQUA MICHAEL,18,,Atlanta,Bachelor's,Unemployed,$0 ,Excellent,None
1301,CURTLEY ARTHUR,49,,Atlanta,High School,Unemployed,$0 ,Good,457
1302,GARRETT DOMICA,29,,Atlanta,PhD,Unemployed,$0 ,,N/A
1303,THOMAS LAMARR,28,,Atlanta,Bachelor's,Retired,$0 ,,None
1304,PAIGE TERRANCE,25,,Atlanta,,Student,$0 ,,N/A
1305,SMITH RANDY,58,,Atlanta,Master's,Self-employed,"$135,068 ",Average,794
1306,OLLER MORGAN,26,,Atlanta,PhD,Employed,"($50,975)",Good,None
1307,DIXON ANTHONY,50,,Atlanta,Master's,Unemployed,$0 ,Good,814
1308,HORTON HENRY,28,,Atlanta,PhD,Self-employed,"($102,073)",Poor,780
1309,JOHNSON KENNEDY,1,,Atlanta,High School,Freelance,"$25,000 (Hourly)",Excellent,720
1310,HAWKINS LASHAWN,34,,Atlanta,,Student (Part-time),"$15,000 (Summer Job)",Good,None
1311,RESPRESS WILLIAM,36,,Atlanta,Master's,Retired (Early),"$35,000 (Pension)",Average,650
1312,CAMPBELL BRIAN,43,,Atlanta,Bachelor's,Self-employed,"$150,000 (Seasonal)",Poor,500
1313,HEFFLIN TYCHIKA,34,,Atlanta,Associate,Unemployed,$0 ,,N/A
1314,WILLIAMS EDDIE,45,,Atlanta,PhD,Employed,"$110,000 (Commission)",Good,830
1315,THOMPSON BENJAMIN,28,,Atlanta,Master's,Retired,"$48,000 (Social Security)",Excellent,750
1316,NEWTON JONATHAN,30,,Atlanta,High School,Employed (Gig Work),"$30,000 (Unstable)",Poor,420
1317,THOMAS REGINALD,51,,Atlanta,Bachelor's,Student (Full-time),$0 ,Excellent,None
1318,BROOKS OCTAVIUS,43,,Atlanta,PhD,Self-employed,$0 (Business Closed),Poor,480
1319,JACKSON DEMANDRIL,22,,Atlanta,,Unemployed,$0 ,Excellent,N/A
1320,COSBY CARL,28,,Atlanta,High School,Employed,"$40,000 ",Good,720
1321,JACKSON DAVID,22,,Atlanta,Bachelor's,Student,$0 ,Excellent,None
1322,DAVENPORT RODNEY,60,,Atlanta,,Self-employed,"$60,000 (Unstable)",Poor,580
1323,BROOKS ANTHONY,50,,Atlanta,Master's,Unemployed,$0 ,Average,650
1324,MORMON JEROME,32,,Atlanta,PhD,Retired,"$75,000 (Pension)",Excellent,810
1325,KING YAZID,40,,Atlanta,Associate,Employed,"$50,000 ",Good,780
1326,RAMSBY JARON,34,,Atlanta,High School,Unemployed,$0 ,Poor,N/A
1327,STEVENSON JAYQUAN,15,,Atlanta,Bachelor's,Employed (Part-time),"$20,000 (Hourly)",Excellent,700
1328,SLATON DAVIS,62,,Atlanta,Master's,Self-employed,"$100,000 (Seasonal)",Average,690
1329,MONTGOMERY MARQUEZ,15,,Atlanta,,Student (Full-time),$0 ,Good,None
1330,HOOD DAVID,40,,Atlanta,PhD,Employed,"$120,000 ",Excellent,830
1331,MILLER NICHOLAS,16,,Atlanta,Associate,Unemployed,$0 ,Poor,550
1332,SHERROD JOSHUA,23,,Atlanta,High School,Gig Worker,"$35,000 (Unstable)",Average,620
1333,FREEMAN ANTHONY,26,,Atlanta,Bachelor's,Employed (Contract),"$80,000 ",Good,750
1334,WEAVER CEDRIC,33,,Atlanta,Master's,Retired,"$55,000 (Social Security)",Excellent,790
1335,HULL SCOTT,37,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1336,MCTURE JULIA,47,,Atlanta,Associate,Employed,"$45,000 ",Average,680
1337,MANICK DIMITRI,39,,Atlanta,High School,Student (Part-time),"$15,000 (Summer Job)",Good,None
1338,PETERSON ARAMIS,28,,Atlanta,Bachelor's,Self-employed,"$110,000 ",Excellent,820
1339,BROWNLEE KIWANIS,63,,Atlanta,,Unemployed,$0 ,Poor,480
1340,MOORE MISHA,26,,Atlanta,PhD,Employed,"$130,000 (Commission)",Average,710
1341,TURNER RODREGAL,35,,Atlanta,Associate,Unemployed,$0 ,Good,N/A
1342,VARGAS HAMITER,46,,Atlanta,High School,Gig Worker,"$28,000 (Unstable)",Poor,520
1343,PITS LARRY,55,,Atlanta,Bachelor's,Employed (Contract),"$90,000 ",Excellent,770
1344,WILLIAMS MANTRZES,23,,Atlanta,Master's,Retired,"$60,000 (Social Security)",Average,740
1345,JOHNSON AHMAD,27,,Atlanta,PhD,Unemployed,$0 ,Poor,N/A
1346,BURKE RICHIE,28,,Atlanta,Associate,Employed,"$50,000 ",Good,690
1347,ROBERTS CORY,22,,Atlanta,High School,Student (Full-time),$0 ,Excellent,None
1348,TINCH KEOSHA,16,,Atlanta,Bachelor's,Self-employed,"$120,000 ",Excellent,840
1349,SPRUILL DALLAS,22,,Atlanta,,Unemployed,$0 ,Average,450
1350,ROOKS MODOTHA,83,,Atlanta,PhD,Employed,"$140,000 (Commission)",Good,730
1351,JONES GREGORY,30,,Atlanta,Associate,Unemployed,$0 ,Poor,N/A
1352,NELSON LEON,17,,Baltimore,High School,Gig Worker,"$32,000 (Unstable)",Average,600
1353,GOLF EDDIE,26,,Baltimore,Bachelor's,Employed (Contract),"$100,000 ",Excellent,790
1354,MACKENNEY THOMAS JOSEPH,21,,Baltimore,Master's,Retired,"$65,000 (Social Security)",Good,760
1355,CANUPP EDWARD LEE,61,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1356,CUNNINGHAN MICHAEL,46,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1357,ALSTON RAY WILLIAM,27,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1358,HENDERSON YULE ANTONIO,21,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1359,MCDOWELL MARCU,16,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1360,GARDNER RODNEY THOMAS,21,,Balti,,Retired,"$40,000 (Pension)",Good,710
1361,BURNETTE NELSENE,44,,Balti,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1362,CHESLEY TROY LAMONT,34,,Balti,High School,Employed,"$55,000 ",Excellent,780
1363,ROCHESTER GREGORY,25,,Balti,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1364,STEFANSKI MELISSA,23,,Balti,Master's,Self-employed,"$140,000 ",Excellent,850
1365,CURBEAM ANTWAINE,30,,Balti,,Unemployed,$0 ,Poor,420
1366,DAVIS WILLIAM,26,,Balti,PhD,Employed,"$100,000 ",Average,750
1367,CRANE RICHARD,36,,Balti,Associate,Unemployed,$0 ,Good,N/A
1368,WATSON DANTE JAMAL,21,,Balti,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1369,MADDEN BONITA,27,,Balti,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1370,WALKER MILAN ANDREW,30,,Balti,Master's,Retired,"$50,000 (Social Security)",Average,700
1371,JONES ANTON JR.,19,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1372,THOMAS DAVID ISAIAH,31,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1373,LEWIS RONALD JOSEPH,34,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1374,FLOYD TIO,24,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1375,FORD JERMALL KEITH,31,,Baltimore,,Unemployed,$0 ,Average,400
1376,DREDDEN VERNON ORELL,33,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1377,FOWLIN KEVIN ANTHONY,24,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1378,MESA SINTIA,25,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1379,STEVENS STEPHANIE LYNN,22,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1380,HOLLIMAN RYAN LAMAR,23,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1381,TUCKER DESMOND GAYLORD,52,,Baltimore,PhD,Unemployed,$0 ,Excellent (?!),N/A
1382,GAITHER DARNELL GERALD,34,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1383,EVANS DWIGHT,32,,Baltimore,Master's,Self-employed,"$120,000 ",Good,810
1384,KAMARA ALUSINE,26,,Baltimore,,Employed (Part-time),"$15,000 (Hourly)",Excellent,690
1385,ROBINSON HAROLD,39,,Baltimore,PhD,Gig Worker,"$50,000 (Unstable)",Average,700
1386,BASKERVILLE GEORGE,28,,Baltimore,Associate,Self-employed,"$80,000 (Seasonal)",Poor,590
1387,FRASIER DAVID,29,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1388,CAIN DARNELL CORNELIUS,37,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1389,LESSANE BRIAN,19,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1390,PACE CHARLES MARCUS,22,,Baltimore,High School,Employed (Part-time),"$25,000 (Hourly)",Excellent,740
1391,JONES ANDRE STEPHEN,27,,Baltimore,Bachelor's,Self-employed,"$70,000 (Seasonal)",Average,670
1392,SAVAGE DANIEL,32,,Baltimore,,Retired,"$40,000 (Pension)",Good,710
1393,HARRIS DANIEL,18,,Baltimore,Associate,Gig Worker,"$42,000 (Unstable)",Average,640
1394,DUCK WILLIAM ROSCOE,21,,Baltimore,High School,Employed,"$55,000 ",Excellent,780
1395,CARTER VERNON LAMONT,25,,Baltimore,Bachelor's,Student (Part-time),"$18,000 (Summer Job)",Good,None
1396,FENNER VIC GIGIO ROY,17,,Baltimore,Master's,Self-employed,"$140,000 ",Excellent,850
1397,TERRY THOMAS ALEXANDER,19,,Baltimore,,Unemployed,$0 ,Poor,420
1398,BROWN ANTHONY MAURICE,20,,Baltimore,PhD,Employed,"$100,000 ",Average,750
1399,WOODS MICHAEL ANTHONY,28,,Baltimore,Associate,Unemployed,$0 ,Good,N/A
1400,STUCKEY RICHARD,17,,Baltimore,High School,Gig Worker,"$30,000 (Unstable)",Poor,580
1401,BRYAN ANTHONY,37,,Baltimore,Bachelor's,Employed (Contract),"$85,000 ",Excellent,720
1402,COATES ALLAN,36,,Baltimore,Master's,Retired,"$50,000 (Social Security)",Average,700
1403,SMITH DAMON,40,,Baltimore,PhD,Unemployed,$0 ,Poor,N/A
1404,ROBINSON MARK ANTHONY,48,,Baltimore,Associate,Employed,"$40,000 ",Good,650
1405,JACKSON TYRONE AARON JR.,19,,Baltimore,High School,Student (Full-time),$0 ,Excellent,None
1406,WASHINGTON STEVEN,17,,Baltimore,Bachelor's,Self-employed (Business Closed),$0 ,Poor,450
1407,CLARKE CHRISTOPHER CLAUDE,18,,Baltimore,,Unemployed,$0 ,Average,400
1408,ASKINS ANTWAN,27,,Baltimore,PhD,Employed,"$110,000 (Commission)",Good,770
1409,STUCKEY MICHAEL,49,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1410,ERDMAN CHARLES RUSSELL,65,,Baltimore,High School,Gig Worker,"$38,000 (Unstable)",Average,610
1411,MATHEWS EDWIN,30,,Baltimore,Bachelor's,Employed (Contract),"$95,000 ",Excellent,790
1412,DEWITT RODNEY,21,,Baltimore,Master's,Retired,"$55,000 (Social Security)",Good,730
1413,PAIGE RICARDO ARTHUR,54,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1414,HARGROVE CHARLES III,19,,Baltimore,PhD,Employed,"$150,000 (Commission)",Good,820
1415,WEAVER SHAWN LAMONT,17,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1416,PARKER THERESA,39,,Baltimore,High School,Gig Worker,"$22,000 (Unstable)",Average,540
1417,MOSES ARTESHA MICHELL,18,,Baltimore,Bachelor's,Self-employed,"$80,000 ",Excellent,760
1418,HARMON RONALD,16,,Baltimore,,Unemployed,$0 ,Poor,380 (Typo)
1419,JOHNS DAVID XAVIER,23,,Baltimore,Associate,Employed (Part-time),"$12,000 (Hourly)",Average,630
1420,DERRIEN PELVIN DENNIS,23,,Baltimore,High School,Employed,"$60,000 ",Excellent,800
1421,GONZALEZ ESTEFANY,16,,Baltimore,Bachelor's,Student (Part-time),"$15,000 (Summer Job)",Good,None
1422,MCBRIDE ANDRE,21,,Baltimore,Master's,Self-employed,"$100,000 (Seasonal)",Average,680
1423,SMITH DARRELL MAURICE,21,,Baltimore,PhD,Employed,"$150,000 (Outlier)",Excellent,880
1424,ZURAWASKI ERIC JOHN,39,,Baltimore,High School (GED),Unemployed,$0 ,Poor,N/A
1425,DAUGHTRY JOHN,25,,Baltimore,Bachelor's,Self-employed,"$80,000 (Unstable)",Average,630
1426,CAMPBELL TAVON,20,,Baltimore,,Student (Internship),"$20,000 (Stipend)",Good,None
1427,FLANAGAN BRENT DEON,16,,Baltimore,Associate,Employed (Part-time),"$30,000 (Hourly)",Excellent,760
1428,JAMES JONNIE ANTHONY,25,,Baltimore,Master's,Unemployed,$0 ,Poor,N/A
1429,RANDALL KEVIN,45,,Baltimore,PhD,Gig Worker,"$45,000 (Unstable)",Average,590
1430,WAYMAN CHRISTOPHER,23,,Baltimore,High School,Employed,"$60,000 ",Excellent,810
1431,JOHNSON VAN MAURICE,29,,Baltimore,Bachelor's,Student (Full-time),$0 ,Good,None
1432,DUBOSE DAMON,23,,Baltimore,,Self-employed,"$120,000 (Seasonal)",Average,660
1433,BUCHANAN ERNEST JOHN,18,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
1434,SMITH DEWITT,25,,Baltimore,PhD,Employed,"$130,000 (Commission)",Good,740
1435,DANIELS RONALD DEVON,35,,Baltimore,Master's,Student (Full-time),$0 ,Excellent,None
1436,PLATEO LONNIE TOMON,36,,Baltimore,PhD,Employed,"$90,000 ",Good,800
1437,WALKER AZERWOINE DAOGLE,30,,Baltimore,Associate,Unemployed,$0 ,Poor,N/A
